1.919649362568158831e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.919649679217316152e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.919811754195188696e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.919812326894282887e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.919920565846676182e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.919920750118930009e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.919944123932547809e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.919944542460738157e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920007075264309242e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920006835209432465e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920051670000000158e+05,3.255685991366698872e+05,7.000000000000000000e+01
1.920046915190547006e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920052037305077247e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920051670000000158e+05,3.255685991366698872e+05,7.000000000000000000e+01
1.920221670000000158e+05,3.255684611482575419e+05,7.000000000000000000e+01
1.920220309777478979e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920222609531730122e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920221670000000158e+05,3.255684611482575419e+05,7.000000000000000000e+01
1.920472885761673097e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920475911739530857e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920556670000000158e+05,3.255681717310356325e+05,7.000000000000000000e+01
1.920556668074300396e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920557887961505621e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920556670000000158e+05,3.255681717310356325e+05,7.000000000000000000e+01
1.920587994358267460e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920588886700840958e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920686440983649518e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920685677025743644e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920714160896152316e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920716670000000158e+05,3.255684165124373976e+05,7.000000000000000000e+01
1.920719820122473757e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920716670000000158e+05,3.255684165124373976e+05,7.000000000000000000e+01
1.920746670000000158e+05,3.255686010514075751e+05,7.000000000000000000e+01
1.920742954701609269e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.920747193010321062e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920746670000000158e+05,3.255686010514075751e+05,7.000000000000000000e+01
1.920882696606653917e+05,3.255686710000000312e+05,7.000000000000000000e+01
1.920886071705950890e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.921006670000000158e+05,3.255682004299849505e+05,7.000000000000000000e+01
1.921003412892084452e+05,3.255681710000000312e+05,7.000000000000000000e+01
1.921011670000000158e+05,3.255682464240755653e+05,7.000000000000000000e+01
1.921006670000000158e+05,3.255682004299849505e+05,7.000000000000000000e+01
1.921016670000000158e+05,3.255682790191909880e+05,7.000000000000000000e+01
1.921011670000000158e+05,3.255682464240755653e+05,7.000000000000000000e+01
1.921021670000000158e+05,3.255682916250907583e+05,7.000000000000000000e+01
1.921016670000000158e+05,3.255682790191909880e+05,7.000000000000000000e+01
1.921026670000000158e+05,3.255682849884676398e+05,7.000000000000000000e+01
1.921021670000000158e+05,3.255682916250907583e+05,7.000000000000000000e+01
1.921031670000000158e+05,3.255682783879670897e+05,7.000000000000000000e+01
1.921026670000000158e+05,3.255682849884676398e+05,7.000000000000000000e+01
1.921036670000000158e+05,3.255682718233391060e+05,7.000000000000000000e+01
1.921031670000000158e+05,3.255682783879670897e+05,7.000000000000000000e+01
1.921041670000000158e+05,3.255682652943363064e+05,7.000000000000000000e+01
1.921036670000000158e+05,3.255682718233391060e+05,7.000000000000000000e+01
1.921046670000000158e+05,3.255682588007136364e+05,7.000000000000000000e+01
1.921041670000000158e+05,3.255682652943363064e+05,7.000000000000000000e+01
1.921051670000000158e+05,3.255682523422287777e+05,7.000000000000000000e+01
1.921046670000000158e+05,3.255682588007136364e+05,7.000000000000000000e+01
1.921056670000000158e+05,3.255682349055247614e+05,7.000000000000000000e+01
1.921051670000000158e+05,3.255682523422287777e+05,7.000000000000000000e+01
1.921061670000000158e+05,3.255682059645972331e+05,7.000000000000000000e+01
1.921056670000000158e+05,3.255682349055247614e+05,7.000000000000000000e+01
